,ID,Position,League,Name,Team,App,Mins,Assists,Shots,shotsOnTarget,Goals,xG,npxG,xA,Tackles,Clearances,Interceptions,aerialsWon,Blocks,duelsWon,Passes,accuratePasses,longBalls,Crosses,bigChancesCreated,keyPasses,Saves,goalsPer90,assistsPer90,g+a,g+aPer90,shotsPer90,shotsOnTargetPer90,duelsWonPer90,passesPer90,accuratePassesPer90,longBallsPer90,crossesPer90,bigChancesCreatedPer90,keyPassesPer90,tacklesPer90,clearancesPer90,interceptionsPer90,aerialsWonPer90,blocksPer90,savesPer90,xgPer90,npxgPer90,xaPer90
59,3046,Defender,Serie A,Y. Bisseck,Inter,35,1645,2,21.0,5,3,2.49,2.59,1.23,17,63,17,48,2,76,1256,1160,44,8,2,8,0.0,0.16,0.11,5,0.27,1.15,0.27,4.16,68.72,63.47,2.41,0.44,0.11,0.44,0.93,3.45,0.93,2.63,0.11,0.0,0.14,0.14,0.07
60,3047,Defender,Serie A,A. Cambiaso,Juventus,33,2222,3,17.0,6,2,0.73,0.73,2.05,46,20,16,7,6,102,1451,1326,62,66,4,34,0.0,0.08,0.12,5,0.2,0.69,0.24,4.13,58.77,53.71,2.51,2.67,0.16,1.38,1.86,0.81,0.65,0.28,0.24,0.0,0.03,0.03,0.08
61,3048,Defender,Serie A,G. Zappa,Cagliari,36,2972,0,11.0,5,2,0.84,0.85,3.3,39,81,23,21,4,91,1335,1051,191,68,8,28,0.0,0.06,0.0,2,0.06,0.33,0.15,2.76,40.43,31.83,5.78,2.06,0.24,0.85,1.18,2.45,0.7,0.64,0.12,0.0,0.03,0.03,0.1
62,3049,Defender,Serie A,C. Augusto,Inter,32,1681,2,24.0,7,3,2.84,2.77,1.46,29,47,9,57,6,104,1123,1010,50,20,4,9,0.0,0.16,0.11,5,0.27,1.28,0.37,5.57,60.12,54.07,2.68,1.07,0.21,0.48,1.55,2.52,0.48,3.05,0.32,0.0,0.15,0.15,0.08
63,3050,Defender,Serie A,J. Idzes,Sassuolo,35,3128,0,15.0,3,1,1.91,1.82,0.39,45,153,32,58,3,115,1583,1379,155,6,4,8,0.0,0.03,0.0,1,0.03,0.43,0.09,3.31,45.55,39.68,4.46,0.17,0.12,0.23,1.29,4.4,0.92,1.67,0.09,0.0,0.05,0.05,0.01
64,3051,Defender,Serie A,J. Zemura,Udinese,33,1415,2,14.0,3,1,1.03,1.02,1.42,31,34,16,6,4,64,465,366,47,39,4,11,0.0,0.06,0.13,3,0.19,0.89,0.19,4.07,29.58,23.28,2.99,2.48,0.25,0.7,1.97,2.16,1.02,0.38,0.25,0.0,0.07,0.07,0.09
65,3052,Defender,Serie A,A. Obert,Cagliari,35,1076,1,9.0,2,1,0.9,0.98,0.2,31,46,22,25,3,68,431,332,58,11,0,10,0.0,0.08,0.08,2,0.17,0.75,0.17,5.69,36.05,27.77,4.85,0.92,0.0,0.84,2.59,3.85,1.84,2.09,0.25,0.0,0.08,0.08,0.02
66,3053,Defender,Serie A,E. Holm,Juventus,30,1137,1,10.0,3,1,0.57,0.57,0.9,34,48,10,31,3,99,563,446,81,40,3,10,0.0,0.08,0.08,2,0.16,0.79,0.24,7.84,44.56,35.3,6.41,3.17,0.24,0.79,2.69,3.8,0.79,2.45,0.24,0.0,0.05,0.05,0.07
67,3054,Defender,Serie A,P. Kalulu,Juventus,31,2335,0,7.0,3,1,0.68,0.7,0.75,41,64,17,27,2,91,2025,1900,103,22,0,11,0.0,0.04,0.0,1,0.04,0.27,0.12,3.51,78.05,73.23,3.97,0.85,0.0,0.42,1.58,2.47,0.66,1.04,0.08,0.0,0.03,0.03,0.03
68,3055,Defender,Serie A,M. Gila Fuentes,Lazio,33,2652,0,15.0,4,1,1.03,1.06,0.95,52,105,27,63,4,146,1936,1783,179,5,1,14,0.0,0.03,0.0,1,0.03,0.51,0.14,4.95,65.7,60.51,6.07,0.17,0.03,0.48,1.76,3.56,0.92,2.14,0.14,0.0,0.04,0.04,0.03
69,3056,Defender,Serie A,S. Pavlović,Milan,37,1869,1,17.0,8,2,1.8,1.83,0.37,52,78,16,45,5,119,1348,1200,110,10,2,6,0.0,0.1,0.05,3,0.14,0.82,0.39,5.73,64.91,57.78,5.3,0.48,0.1,0.29,2.5,3.76,0.77,2.17,0.24,0.0,0.09,0.09,0.02
70,3057,Defender,Serie A,F. Parisi,Fiorentina,38,1140,0,9.0,5,2,0.46,0.46,0.92,27,11,17,13,1,78,407,326,39,14,3,4,0.0,0.16,0.0,2,0.16,0.71,0.39,6.16,32.13,25.74,3.08,1.11,0.24,0.32,2.13,0.87,1.34,1.03,0.08,0.0,0.04,0.04,0.07
71,3058,Defender,Serie A,O. Kossounou,Atalanta,20,1125,0,6.0,4,0,0.53,0.53,0.2,16,21,13,23,0,50,666,591,54,3,0,1,0.0,0.0,0.0,0,0.0,0.48,0.32,4.0,53.28,47.28,4.32,0.24,0.0,0.08,1.28,1.68,1.04,1.84,0.0,0.0,0.04,0.04,0.02
